Player,position,Age,Nation,club,mv_millions,Season,player_url,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,MP,market_value
Son,Right-Back,26.0,ESP,Levante UD,0.8,2020/2021,https://www.transfermarkt.com/sontm/profil/spieler/349856,28.0,10,1106.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,1.2,1.8,23.0,62.0,104.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.15,0.05,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,5.0,62.5,0.65,0.41,0.0,0.0,17.7,0.0,0.0,0.0,0.08,-0.6,-0.6,480.0,641.0,74.9,8206.0,2893.0,250.0,295.0,84.7,173.0,211.0,82.0,47.0,91.0,51.6,0.0,1.2,1.8,-1.2,18.0,38.0,26.0,14.0,62.0,35.0,2.85,28.0,4.0,1.0,0.0,2.0,0.0,1.0,0.08,0.0,1.0,0.0,0.0,0.0,0.0,18.0,10.0,11.0,6.0,1.0,9.0,19.0,47.4,10.0,11.0,2.0,9.0,12.0,30.0,20.0,0.0,761.0,40.0,169.0,323.0,274.0,26.0,761.0,18.0,12.0,66.7,6.0,33.3,374.0,1773.0,904.0,23.0,20.0,3.0,17.0,9.0,426.0,104.0,40.0,32.3,10,84.0,6,18,15.0,10,0.96,9.0,18.0,-9.0,-0.73,-0.65,9.5,18.2,-8.7,-0.71,-0.54,0.0,14.0,13.0,0.0,54.0,12.0,10.0,0.0,0.0,0.0,64.0,9.0,10.0,47.4,,€800k
Álex Cantero,Left Winger,20.0,ESP,Levante UD,0.7,2020/2021,https://www.transfermarkt.com/alex-cantero/profil/spieler/638235,4.0,3,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.9,1.3,5.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.17,0.33,0.5,0.17,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,1.14,0.0,0.0,,19.9,0.0,0.0,0.0,0.15,-0.4,-0.4,25.0,38.0,65.8,274.0,88.0,20.0,25.0,80.0,4.0,6.0,66.7,0.0,1.0,0.0,0.0,0.9,0.8,-0.9,3.0,0.0,2.0,0.0,4.0,6.0,2.28,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.76,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,62.0,3.0,4.0,27.0,32.0,8.0,62.0,6.0,4.0,66.7,2.0,33.3,42.0,226.0,85.0,5.0,0.0,4.0,8.0,4.0,48.0,13.0,59.0,6.9,3,71.0,0,1,24.0,1,0.5,3.0,4.0,-1.0,-0.38,-0.1,2.6,3.4,-0.8,-0.31,0.04,0.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,6.0,33.3,,€700k
Óscar Duarte,Centre-Back,31.0,CRC,Levante UD,0.8,2020/2021,https://www.transfermarkt.com/oscar-duarte/profil/spieler/175323,29.0,23,2060.0,22.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.2,0.9,6.0,52.0,3.0,0.04,0.0,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,3.0,42.9,0.31,0.13,0.14,0.33,10.0,0.0,0.0,0.0,0.11,0.2,0.2,1028.0,1235.0,83.2,21155.0,8156.0,301.0,346.0,87.0,562.0,616.0,91.2,152.0,249.0,61.0,0.0,0.2,0.4,-0.2,4.0,47.0,0.0,0.0,52.0,13.0,0.57,10.0,1.0,0.0,2.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,22.0,13.0,17.0,5.0,0.0,10.0,18.0,55.6,8.0,23.0,15.0,8.0,36.0,58.0,97.0,1.0,1446.0,251.0,816.0,611.0,28.0,15.0,1446.0,3.0,3.0,100.0,0.0,0.0,818.0,3399.0,1818.0,6.0,5.0,0.0,5.0,3.0,920.0,3.0,71.0,60.2,23,84.0,16,6,21.0,7,1.0,29.0,36.0,-7.0,-0.31,-0.04,24.4,33.9,-9.5,-0.42,-0.18,0.0,34.0,6.0,2.0,1.0,36.0,13.0,0.0,1.0,0.0,111.0,71.0,47.0,60.2,,€800k
Abdoulay Diaby,Right Winger,29.0,MLI,Getafe CF,2.0,2020/2021,https://www.transfermarkt.com/abdoulay-diaby/profil/spieler/148396,1.0,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.31,0.34,1.65,1.31,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,5.0,0.0,0.0,,15.0,0.0,0.0,0.0,0.26,-0.3,-0.3,5.0,10.0,50.0,38.0,7.0,5.0,6.0,83.3,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.1,0.1,-0.1,1.0,0.0,0.0,0.0,0.0,2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,3.0,14.0,4.0,17.0,1.0,0.0,0.0,1.0,100.0,10.0,94.0,50.0,2.0,1.0,0.0,0.0,1.0,11.0,4.0,18.0,0.5,0,,0,1,18.0,8,1.0,2.0,1.0,1.0,5.0,5.42,1.2,0.9,0.3,1.49,1.66,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,€2.00m
Allan Nyom,Right-Back,32.0,CMR,Getafe CF,2.0,2020/2021,https://www.transfermarkt.com/allan-nyom/profil/spieler/111508,31.0,28,2323.0,25.8,0.0,2.0,2.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,2.3,3.3,35.0,59.0,66.0,0.0,0.08,0.08,0.0,0.08,0.04,0.09,0.13,0.04,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,2.0,20.0,0.39,0.08,0.0,0.0,14.0,0.0,0.0,0.0,0.1,-1.0,-1.0,577.0,903.0,63.9,9417.0,3925.0,301.0,385.0,78.2,208.0,295.0,70.5,52.0,157.0,33.1,2.0,2.3,1.6,-0.3,17.0,54.0,22.0,20.0,59.0,34.0,1.32,28.0,3.0,2.0,0.0,1.0,0.0,2.0,0.08,1.0,0.0,1.0,0.0,0.0,0.0,38.0,23.0,14.0,19.0,5.0,15.0,30.0,50.0,15.0,16.0,2.0,14.0,22.0,60.0,42.0,0.0,1124.0,41.0,238.0,537.0,360.0,35.0,1124.0,24.0,11.0,45.8,13.0,54.2,514.0,2539.0,1020.0,35.0,34.0,5.0,30.0,23.0,574.0,66.0,75.0,67.9,28,81.0,15,3,14.0,3,1.16,17.0,27.0,-10.0,-0.39,0.02,20.7,26.6,-5.9,-0.23,-0.23,0.0,44.0,20.0,1.0,94.0,22.0,23.0,0.0,0.0,0.0,126.0,51.0,39.0,56.7,,€2.00m
Ante Palaversa,Defensive Midfield,20.0,CRO,Getafe CF,2.5,2020/2021,https://www.transfermarkt.com/ante-palaversa/profil/spieler/371003,2.0,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,0.0,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,7.0,10.0,70.0,131.0,90.0,4.0,5.0,80.0,1.0,2.0,50.0,2.0,3.0,66.7,0.0,0.1,0.1,-0.1,2.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,4.0,4.0,0.0,10.0,0.0,0.0,,0.0,,4.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.3,0,,0,2,5.0,11,1.5,0.0,0.0,0.0,0.0,0.4,0.1,0.2,0.0,-0.14,0.01,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,€2.50m
Carles Aleñá,Central Midfield,22.0,ESP,FC Barcelona,15.0,2020/2021,https://www.transfermarkt.com/carles-alena/profil/spieler/284854,22.0,15,1366.0,15.2,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.7,1.7,2.7,4.3,20.0,77.0,51.0,0.13,0.13,0.26,0.13,0.26,0.11,0.18,0.29,0.11,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,30.0,8.0,26.7,1.98,0.53,0.07,0.25,22.0,0.0,0.0,0.0,0.06,0.3,0.3,390.0,591.0,66.0,6991.0,2309.0,185.0,218.0,84.9,142.0,200.0,71.0,51.0,124.0,41.1,2.0,2.7,2.0,-0.7,25.0,52.0,24.0,4.0,77.0,66.0,4.35,31.0,15.0,6.0,8.0,6.0,0.0,3.0,0.2,2.0,0.0,1.0,0.0,0.0,0.0,15.0,10.0,3.0,9.0,3.0,7.0,25.0,28.0,18.0,14.0,1.0,13.0,2.0,17.0,2.0,0.0,719.0,8.0,62.0,361.0,315.0,16.0,719.0,36.0,23.0,63.9,13.0,36.1,434.0,2413.0,1054.0,20.0,31.0,1.0,28.0,18.0,491.0,51.0,62.0,39.9,15,83.0,6,7,18.0,0,0.95,10.0,21.0,-11.0,-0.72,-0.55,16.5,15.3,1.3,0.08,0.4,0.0,20.0,26.0,0.0,60.0,2.0,10.0,0.0,0.0,0.0,75.0,14.0,34.0,29.2,,€15.00m
Carles Aleñá,Central Midfield,22.0,ESP,Getafe CF,15.0,2020/2021,https://www.transfermarkt.com/carles-alena/profil/spieler/284854,22.0,15,1366.0,15.2,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.7,1.7,2.7,4.3,20.0,77.0,51.0,0.13,0.13,0.26,0.13,0.26,0.11,0.18,0.29,0.11,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,30.0,8.0,26.7,1.98,0.53,0.07,0.25,22.0,0.0,0.0,0.0,0.06,0.3,0.3,390.0,591.0,66.0,6991.0,2309.0,185.0,218.0,84.9,142.0,200.0,71.0,51.0,124.0,41.1,2.0,2.7,2.0,-0.7,25.0,52.0,24.0,4.0,77.0,66.0,4.35,31.0,15.0,6.0,8.0,6.0,0.0,3.0,0.2,2.0,0.0,1.0,0.0,0.0,0.0,15.0,10.0,3.0,9.0,3.0,7.0,25.0,28.0,18.0,14.0,1.0,13.0,2.0,17.0,2.0,0.0,719.0,8.0,62.0,361.0,315.0,16.0,719.0,36.0,23.0,63.9,13.0,36.1,434.0,2413.0,1054.0,20.0,31.0,1.0,28.0,18.0,491.0,51.0,62.0,39.9,15,83.0,6,7,18.0,0,0.95,10.0,21.0,-11.0,-0.72,-0.55,16.5,15.3,1.3,0.08,0.4,0.0,20.0,26.0,0.0,60.0,2.0,10.0,0.0,0.0,0.0,75.0,14.0,34.0,29.2,,€15.00m
Damián Suárez,Right-Back,32.0,URU,Getafe CF,1.5,2020/2021,https://www.transfermarkt.com/damian-suarez/profil/spieler/76746,31.0,28,2434.0,27.0,1.0,0.0,1.0,1.0,0.0,0.0,13.0,1.0,0.3,0.3,1.0,1.3,28.0,135.0,53.0,0.04,0.0,0.04,0.04,0.04,0.01,0.04,0.05,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,2.0,20.0,0.37,0.07,0.1,0.5,31.6,2.0,0.0,0.0,0.03,0.7,0.7,863.0,1343.0,64.3,15823.0,8962.0,392.0,493.0,79.5,333.0,487.0,68.4,113.0,268.0,42.2,0.0,1.0,1.7,-1.0,19.0,119.0,24.0,15.0,135.0,38.0,1.41,20.0,11.0,1.0,1.0,4.0,1.0,2.0,0.07,1.0,0.0,1.0,0.0,0.0,0.0,59.0,39.0,29.0,23.0,7.0,30.0,81.0,37.0,51.0,43.0,2.0,41.0,31.0,90.0,42.0,0.0,1578.0,44.0,383.0,784.0,437.0,9.0,1578.0,39.0,22.0,56.4,17.0,43.6,571.0,2358.0,1349.0,28.0,27.0,3.0,30.0,14.0,654.0,53.0,79.0,71.2,28,85.0,19,3,21.0,3,1.16,25.0,31.0,-6.0,-0.22,0.6,24.4,27.2,-2.8,-0.1,0.18,1.0,53.0,38.0,0.0,91.0,31.0,39.0,0.0,1.0,0.0,155.0,35.0,28.0,55.6,,€1.50m
Darío Poveda,Centre-Forward,23.0,ESP,Getafe CF,0.4,2020/2021,https://www.transfermarkt.com/dario-poveda/profil/spieler/399780,1.0,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,2.0,5.0,40.0,23.0,2.0,0.0,0.0,,1.0,3.0,33.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,8.0,1.0,9.0,0.0,0.0,,0.0,,4.0,8.0,5.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,5.0,0.1,0,,0,1,5.0,3,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.08,0.24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,66.7,,€400k
David Alba,Centre-Back,21.0,ESP,Getafe CF,0.15,2020/2021,https://www.transfermarkt.com/david-alba/profil/spieler/583508,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,€150k
David Soria,Goalkeeper,27.0,ESP,Getafe CF,9.0,2020/2021,https://www.transfermarkt.com/david-soria/profil/spieler/226012,28.0,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.11,81.0,52.0,69.1,6.0,8.0,14.0,10.0,35.7,7.0,6.0,1.0,0.0,14.3,28.0,31.0,6.0,0.0,3.0,3.0,28.7,0.27,0.7,0.03,291.0,730.0,39.9,660.0,15.0,85.3,51.7,195.0,85.6,55.6,317.0,12.0,3.8,46.0,1.64,18.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,399.0,860.0,46.4,18729.0,17094.0,17.0,17.0,100.0,71.0,75.0,94.7,311.0,762.0,40.8,0.0,0.0,0.1,0.0,0.0,57.0,2.0,0.0,0.0,7.0,0.25,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,1.0,3.0,12.0,0.0,913.0,642.0,896.0,17.0,0.0,0.0,913.0,0.0,0.0,,0.0,,419.0,3086.0,2193.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,90.0,73.7,28,90.0,28,0,,10,0.93,20.0,31.0,-11.0,-0.39,0.01,25.2,30.0,-4.8,-0.17,-0.07,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,37.0,8.0,3.0,72.7,,€9.00m
David Timor,Defensive Midfield,30.0,ESP,Getafe CF,1.5,2020/2021,https://www.transfermarkt.com/david-timor/profil/spieler/158795,30.0,15,1395.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.6,0.6,1.2,1.7,7.0,70.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.11,0.04,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17.0,4.0,23.5,1.1,0.26,0.0,0.0,33.8,9.0,0.0,0.0,0.03,-0.6,-0.6,393.0,633.0,62.1,8840.0,3497.0,149.0,196.0,76.0,135.0,209.0,64.6,92.0,193.0,47.7,0.0,1.2,1.3,-1.2,12.0,70.0,3.0,2.0,70.0,19.0,1.23,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,5.0,6.0,2.0,9.0,21.0,42.9,12.0,5.0,1.0,4.0,19.0,32.0,32.0,1.0,745.0,46.0,189.0,416.0,143.0,4.0,745.0,3.0,2.0,66.7,1.0,33.3,254.0,1318.0,739.0,7.0,9.0,1.0,6.0,3.0,322.0,4.0,47.0,40.8,15,80.0,7,15,13.0,5,1.13,10.0,14.0,-4.0,-0.26,0.23,13.0,13.2,-0.2,-0.01,0.24,0.0,17.0,14.0,0.0,33.0,19.0,9.0,0.0,0.0,1.0,80.0,41.0,39.0,51.3,,€1.50m
Djené,Centre-Back,28.0,TOG,Getafe CF,18.0,2020/2021,https://www.transfermarkt.com/djene/profil/spieler/221150,34.0,34,2941.0,32.7,0.0,1.0,1.0,0.0,0.0,0.0,8.0,2.0,0.2,0.2,0.4,0.5,11.0,71.0,11.0,0.0,0.03,0.03,0.0,0.03,0.01,0.01,0.02,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.06,0.0,0.0,,9.9,0.0,0.0,0.0,0.09,-0.2,-0.2,757.0,1042.0,72.6,15294.0,5697.0,240.0,294.0,81.6,397.0,501.0,79.2,109.0,207.0,52.7,1.0,0.4,0.3,0.6,6.0,51.0,3.0,1.0,71.0,16.0,0.49,12.0,0.0,1.0,0.0,2.0,1.0,3.0,0.09,1.0,0.0,1.0,0.0,1.0,0.0,61.0,39.0,31.0,26.0,4.0,26.0,34.0,76.5,8.0,24.0,11.0,13.0,42.0,103.0,96.0,0.0,1321.0,146.0,573.0,695.0,80.0,8.0,1321.0,15.0,13.0,86.7,2.0,13.3,563.0,3230.0,1548.0,11.0,13.0,3.0,19.0,12.0,469.0,11.0,87.0,86.0,34,87.0,30,0,,0,1.09,28.0,35.0,-7.0,-0.21,1.29,32.3,33.4,-1.1,-0.03,0.86,1.0,35.0,36.0,1.0,10.0,42.0,39.0,1.0,2.0,0.0,236.0,67.0,39.0,63.2,,€18.00m
Enes Ünal,Centre-Forward,23.0,TUR,Getafe CF,7.0,2020/2021,https://www.transfermarkt.com/enes-unal/profil/spieler/251106,28.0,15,1318.0,14.6,4.0,2.0,6.0,3.0,1.0,1.0,4.0,0.0,4.8,4.0,1.5,5.5,14.0,28.0,70.0,0.27,0.14,0.41,0.2,0.34,0.32,0.1,0.43,0.27,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,37.0,8.0,21.6,2.53,0.55,0.08,0.38,13.9,2.0,1.0,1.0,0.11,-0.8,-1.0,204.0,348.0,58.6,2508.0,633.0,131.0,197.0,66.5,40.0,77.0,51.9,9.0,13.0,69.2,2.0,1.5,0.9,0.5,14.0,24.0,4.0,0.0,28.0,26.0,1.77,17.0,0.0,0.0,5.0,4.0,0.0,4.0,0.27,2.0,0.0,0.0,0.0,2.0,0.0,11.0,3.0,0.0,8.0,3.0,4.0,15.0,26.7,11.0,11.0,0.0,11.0,2.0,13.0,14.0,0.0,562.0,16.0,25.0,245.0,304.0,79.0,561.0,36.0,17.0,47.2,19.0,52.8,283.0,1227.0,443.0,14.0,15.0,6.0,62.0,35.0,436.0,70.0,47.0,38.5,15,72.0,0,13,19.0,2,0.93,11.0,13.0,-2.0,-0.14,0.42,15.3,14.7,0.6,0.04,0.32,0.0,40.0,35.0,5.0,4.0,2.0,3.0,1.0,0.0,0.0,39.0,102.0,99.0,50.7,,€7.00m
Erick Cabaco,Centre-Back,25.0,URU,Getafe CF,2.5,2020/2021,https://www.transfermarkt.com/erick-cabaco/profil/spieler/302991,20.0,15,1326.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.5,0.5,0.0,0.5,6.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,0.0,0.0,0.34,0.0,0.0,,10.9,0.0,0.0,0.0,0.09,-0.5,-0.5,301.0,489.0,61.6,7727.0,3411.0,72.0,102.0,70.6,139.0,185.0,75.1,86.0,178.0,48.3,0.0,0.0,0.3,0.0,0.0,43.0,1.0,0.0,44.0,6.0,0.41,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,14.0,11.0,12.0,1.0,12.0,22.0,54.5,10.0,8.0,6.0,2.0,13.0,37.0,51.0,1.0,609.0,47.0,262.0,316.0,35.0,12.0,609.0,2.0,0.0,0.0,2.0,100.0,248.0,1298.0,697.0,6.0,3.0,0.0,8.0,0.0,241.0,1.0,66.0,38.8,15,82.0,10,5,20.0,4,1.1,12.0,20.0,-8.0,-0.54,-0.24,13.0,18.3,-5.3,-0.36,-0.33,0.0,24.0,20.0,1.0,3.0,13.0,14.0,0.0,0.0,0.0,70.0,40.0,20.0,66.7,,€2.50m
Francisco Portillo,Right Winger,30.0,ESP,Getafe CF,1.2,2020/2021,https://www.transfermarkt.com/francisco-portillo/profil/spieler/138803,16.0,3,418.0,4.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,8.0,35.0,29.0,0.0,0.22,0.22,0.0,0.22,0.0,0.1,0.1,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,196.0,272.0,72.1,2869.0,965.0,107.0,125.0,85.6,70.0,87.0,80.5,10.0,24.0,41.7,1.0,0.5,0.8,0.5,5.0,27.0,8.0,2.0,35.0,13.0,2.79,11.0,0.0,1.0,0.0,1.0,0.0,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,4.0,0.0,2.0,14.0,14.3,12.0,3.0,0.0,3.0,5.0,10.0,1.0,0.0,312.0,1.0,28.0,145.0,140.0,9.0,312.0,16.0,6.0,37.5,10.0,62.5,198.0,916.0,403.0,8.0,4.0,1.0,9.0,7.0,232.0,29.0,26.0,12.2,3,75.0,1,13,15.0,19,0.81,5.0,6.0,-1.0,-0.22,0.2,6.0,6.5,-0.5,-0.11,0.05,0.0,4.0,4.0,0.0,19.0,5.0,3.0,0.0,0.0,0.0,31.0,1.0,15.0,6.3,,€1.20m
