Player,position,Age,Nation,club,mv_millions,Season,player_url,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,MP,market_value
Éder Militão,Centre-Back,22.0,BRA,Real Madrid,40.0,2020/2021,https://www.transfermarkt.com/eder-militao/profil/spieler/401530,,13,1133.0,12.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.1,1.1,0.0,1.1,13.0,24.0,5.0,0.08,0.0,0.08,0.08,0.08,0.08,0.0,0.08,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,3.0,25.0,0.95,0.24,0.08,0.33,12.0,0.0,0.0,0.0,0.09,-0.1,-0.1,714.0,791.0,90.3,14621.0,4670.0,230.0,240.0,95.8,368.0,391.0,94.1,106.0,140.0,75.7,0.0,0.0,0.2,0.0,0.0,34.0,1.0,1.0,24.0,9.0,0.71,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,13.0,6.0,1.0,8.0,14.0,57.1,6.0,19.0,6.0,13.0,19.0,39.0,42.0,0.0,917.0,106.0,496.0,377.0,48.0,15.0,917.0,2.0,2.0,100.0,0.0,0.0,538.0,2811.0,1415.0,13.0,4.0,1.0,9.0,1.0,650.0,5.0,81.0,33.1,13,84.0,12,1,45.0,13,2.14,26.0,7.0,19.0,1.51,0.72,18.7,12.0,6.7,0.53,-0.14,0.0,15.0,12.0,0.0,2.0,19.0,8.0,0.0,1.0,0.0,70.0,31.0,13.0,70.5,14.0,€40.00m
Óscar Aranda,Left Winger,18.0,ESP,Real Madrid,0.0,2020/2021,https://www.transfermarkt.com/oscar-aranda/profil/spieler/652332,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-
Ansu Fati,Left Winger,17.0,ESP,FC Barcelona,60.0,2020/2021,https://www.transfermarkt.com/ansu-fati/profil/spieler/466810,,6,431.0,4.8,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,1.8,1.8,1.7,3.5,32.0,12.0,60.0,0.84,0.0,0.84,0.84,0.84,0.37,0.36,0.73,0.37,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,14.0,7.0,50.0,2.92,1.46,0.29,0.57,15.5,0.0,0.0,0.0,0.13,2.2,2.2,168.0,202.0,83.2,1697.0,333.0,105.0,118.0,89.0,28.0,36.0,77.8,1.0,1.0,100.0,0.0,1.7,1.3,-1.7,9.0,3.0,6.0,0.0,12.0,21.0,4.37,13.0,1.0,2.0,0.0,5.0,0.0,4.0,0.83,2.0,0.0,1.0,0.0,1.0,0.0,9.0,4.0,2.0,4.0,3.0,2.0,10.0,20.0,8.0,4.0,0.0,4.0,3.0,12.0,1.0,0.0,270.0,0.0,12.0,86.0,174.0,39.0,270.0,23.0,11.0,47.8,12.0,52.2,183.0,1296.0,700.0,32.0,16.0,21.0,11.0,8.0,226.0,60.0,62.0,12.6,6,67.0,0,1,29.0,0,1.57,10.0,5.0,5.0,1.04,-0.22,7.9,5.4,2.5,0.51,-0.4,0.0,6.0,11.0,2.0,4.0,3.0,4.0,2.0,0.0,0.0,13.0,2.0,4.0,33.3,7.0,€60.00m
Antoine Griezmann,Centre-Forward,29.0,FRA,FC Barcelona,60.0,2020/2021,https://www.transfermarkt.com/antoine-griezmann/profil/spieler/125781,,32,2604.0,28.9,13.0,7.0,20.0,12.0,1.0,2.0,4.0,0.0,12.1,10.5,5.6,16.1,41.0,104.0,224.0,0.45,0.24,0.69,0.41,0.66,0.42,0.19,0.61,0.36,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,69.0,32.0,46.4,2.38,1.11,0.17,0.38,14.7,0.0,1.0,2.0,0.15,0.9,1.5,1168.0,1352.0,86.4,15333.0,2573.0,720.0,791.0,91.0,287.0,327.0,87.8,64.0,77.0,83.1,7.0,5.6,5.6,1.4,42.0,59.0,31.0,3.0,104.0,95.0,3.28,80.0,4.0,6.0,2.0,3.0,0.0,11.0,0.38,8.0,1.0,1.0,0.0,1.0,0.0,37.0,22.0,10.0,18.0,9.0,12.0,40.0,30.0,28.0,20.0,1.0,19.0,12.0,49.0,11.0,0.0,1585.0,23.0,134.0,616.0,846.0,173.0,1583.0,37.0,26.0,70.3,11.0,29.7,907.0,4066.0,1742.0,41.0,47.0,12.0,34.0,23.0,1278.0,224.0,72.0,76.1,32,79.0,12,4,20.0,2,2.03,66.0,31.0,35.0,1.21,-0.11,54.3,30.8,23.5,0.81,-0.2,0.0,13.0,34.0,13.0,22.0,12.0,22.0,2.0,0.0,0.0,100.0,18.0,17.0,51.4,36.0,€60.00m
Arnau Tenas,Goalkeeper,19.0,ESP,FC Barcelona,1.5,2020/2021,https://www.transfermarkt.com/arnau-tenas/profil/spieler/466783,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,24,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,€1.50m
Carles Aleñá,Central Midfield,22.0,ESP,FC Barcelona,15.0,2020/2021,https://www.transfermarkt.com/carles-alena/profil/spieler/284854,,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.87,0.0,0.0,,17.8,0.0,0.0,0.0,0.05,-0.1,-0.1,36.0,39.0,92.3,624.0,177.0,17.0,19.0,89.5,11.0,12.0,91.7,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,1.0,1.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,1.0,12.0,24.0,10.0,1.0,46.0,0.0,0.0,,0.0,,24.0,109.0,65.0,1.0,0.0,0.0,2.0,1.0,42.0,1.0,24.0,1.4,0,,0,2,24.0,14,3.0,1.0,0.0,1.0,1.87,0.65,0.5,2.0,-1.4,-2.66,-3.57,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,2.0,€15.00m
Carles Aleñá,Central Midfield,22.0,ESP,Getafe CF,15.0,2020/2021,https://www.transfermarkt.com/carles-alena/profil/spieler/284854,,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.87,0.0,0.0,,17.8,0.0,0.0,0.0,0.05,-0.1,-0.1,36.0,39.0,92.3,624.0,177.0,17.0,19.0,89.5,11.0,12.0,91.7,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,1.0,1.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,1.0,12.0,24.0,10.0,1.0,46.0,0.0,0.0,,0.0,,24.0,109.0,65.0,1.0,0.0,0.0,2.0,1.0,42.0,1.0,24.0,1.4,0,,0,2,24.0,14,3.0,1.0,0.0,1.0,1.87,0.65,0.5,2.0,-1.4,-2.66,-3.57,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,2.0,€15.00m
Clément Lenglet,Centre-Back,25.0,FRA,FC Barcelona,25.0,2020/2021,https://www.transfermarkt.com/clement-lenglet/profil/spieler/182904,,29,2475.0,27.5,1.0,0.0,1.0,1.0,0.0,0.0,11.0,2.0,1.8,1.8,0.8,2.7,33.0,181.0,9.0,0.04,0.0,0.04,0.04,0.04,0.07,0.03,0.1,0.07,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,5.0,45.5,0.4,0.18,0.09,0.2,12.0,0.0,0.0,0.0,0.17,-0.8,-0.8,2130.0,2320.0,91.8,36070.0,13035.0,981.0,1019.0,96.3,943.0,1001.0,94.2,159.0,224.0,71.0,0.0,0.8,1.1,-0.8,9.0,205.0,19.0,0.0,181.0,27.0,0.98,27.0,0.0,0.0,0.0,0.0,0.0,5.0,0.18,5.0,0.0,0.0,0.0,0.0,0.0,36.0,21.0,23.0,10.0,3.0,19.0,28.0,67.9,9.0,26.0,12.0,14.0,33.0,69.0,71.0,1.0,2524.0,199.0,905.0,1424.0,199.0,16.0,2524.0,11.0,8.0,72.7,3.0,27.3,1711.0,8357.0,5319.0,33.0,45.0,0.0,8.0,5.0,1959.0,9.0,75.0,72.4,29,84.0,23,4,11.0,2,2.09,61.0,29.0,32.0,1.16,-0.26,54.0,29.6,24.3,0.89,0.09,2.0,50.0,31.0,6.0,5.0,33.0,21.0,0.0,2.0,1.0,164.0,59.0,46.0,56.2,33.0,€25.00m
Francisco Trincão,Right Winger,20.0,POR,FC Barcelona,22.0,2020/2021,https://www.transfermarkt.com/francisco-trincao/profil/spieler/412669,,3,706.0,7.8,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,2.6,2.6,0.4,3.0,22.0,28.0,92.0,0.38,0.25,0.64,0.38,0.64,0.33,0.05,0.39,0.33,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,23.0,12.0,52.2,2.93,1.53,0.13,0.25,17.3,0.0,0.0,0.0,0.11,0.4,0.4,327.0,391.0,83.6,3963.0,742.0,203.0,221.0,91.9,79.0,90.0,87.8,7.0,15.0,46.7,2.0,0.4,0.6,1.6,8.0,14.0,8.0,1.0,28.0,24.0,3.06,16.0,0.0,4.0,2.0,2.0,0.0,4.0,0.51,3.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,1.0,2.0,5.0,40.0,3.0,4.0,0.0,4.0,1.0,5.0,2.0,0.0,487.0,3.0,51.0,166.0,275.0,44.0,487.0,45.0,27.0,60.0,18.0,40.0,357.0,2280.0,1055.0,22.0,13.0,4.0,19.0,19.0,403.0,92.0,25.0,20.6,3,67.0,1,25,20.0,10,1.89,22.0,7.0,15.0,1.91,0.85,14.9,12.0,2.9,0.37,-0.62,0.0,6.0,13.0,8.0,13.0,1.0,2.0,0.0,0.0,0.0,32.0,3.0,8.0,27.3,28.0,€22.00m
Frenkie de Jong,Central Midfield,23.0,NED,FC Barcelona,90.0,2020/2021,https://www.transfermarkt.com/frenkie-de-jong/profil/spieler/326330,,35,3154.0,35.0,3.0,4.0,7.0,3.0,0.0,0.0,5.0,0.0,4.8,4.8,5.8,10.6,95.0,238.0,129.0,0.09,0.11,0.2,0.09,0.2,0.14,0.17,0.3,0.14,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,17.0,6.0,35.3,0.49,0.17,0.18,0.5,11.4,0.0,0.0,0.0,0.3,-1.8,-1.8,2575.0,2821.0,91.3,38292.0,11255.0,1377.0,1462.0,94.2,943.0,1002.0,94.1,131.0,156.0,84.0,4.0,5.8,5.6,-1.8,49.0,243.0,30.0,0.0,238.0,89.0,2.54,76.0,1.0,7.0,2.0,3.0,0.0,9.0,0.26,7.0,0.0,1.0,1.0,0.0,0.0,44.0,27.0,21.0,19.0,4.0,15.0,35.0,42.9,20.0,20.0,4.0,16.0,38.0,82.0,29.0,2.0,3052.0,90.0,617.0,1742.0,726.0,87.0,3052.0,67.0,58.0,86.6,9.0,13.4,2147.0,12665.0,7334.0,95.0,103.0,11.0,35.0,25.0,2519.0,129.0,85.0,92.2,35,87.0,29,2,63.0,0,2.14,78.0,35.0,43.0,1.23,-0.13,67.8,37.7,30.1,0.86,-0.01,0.0,25.0,44.0,4.0,7.0,38.0,27.0,0.0,1.0,0.0,215.0,39.0,30.0,56.5,37.0,€90.00m
Gerard Piqué,Centre-Back,33.0,ESP,FC Barcelona,10.0,2020/2021,https://www.transfermarkt.com/gerard-pique/profil/spieler/18944,,18,1481.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,0.4,1.2,9.0,67.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,2.0,22.2,0.55,0.12,0.0,0.0,10.1,0.0,0.0,0.0,0.09,-0.8,-0.8,1170.0,1246.0,93.9,21894.0,7340.0,381.0,404.0,94.3,669.0,689.0,97.1,97.0,117.0,82.9,0.0,0.4,0.7,-0.4,2.0,75.0,1.0,0.0,67.0,5.0,0.3,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,11.0,5.0,0.0,9.0,12.0,75.0,3.0,9.0,4.0,5.0,26.0,42.0,46.0,0.0,1370.0,131.0,498.0,836.0,43.0,16.0,1370.0,2.0,2.0,100.0,0.0,0.0,880.0,4652.0,2739.0,9.0,8.0,0.0,8.0,2.0,1018.0,3.0,82.0,43.3,18,82.0,13,0,,1,1.53,34.0,22.0,12.0,0.73,-0.9,30.9,16.5,14.5,0.88,0.04,0.0,13.0,5.0,2.0,0.0,26.0,11.0,0.0,0.0,0.0,88.0,61.0,22.0,73.5,18.0,€10.00m
Ilaix Moriba,Central Midfield,17.0,GUI,FC Barcelona,25.0,2020/2021,https://www.transfermarkt.com/ilaix-moriba/profil/spieler/617074,,4,542.0,6.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.9,1.7,16.0,25.0,20.0,0.17,0.33,0.5,0.17,0.5,0.13,0.15,0.29,0.13,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,3.0,23.1,2.16,0.5,0.08,0.33,14.7,0.0,0.0,0.0,0.06,0.2,0.2,339.0,373.0,90.9,4286.0,766.0,207.0,220.0,94.1,96.0,102.0,94.1,9.0,12.0,75.0,2.0,0.9,0.7,1.1,7.0,33.0,4.0,0.0,25.0,12.0,1.99,10.0,0.0,0.0,1.0,1.0,0.0,2.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,5.0,7.0,2.0,5.0,10.0,50.0,5.0,16.0,1.0,15.0,5.0,19.0,4.0,1.0,449.0,5.0,48.0,254.0,151.0,23.0,449.0,19.0,17.0,89.5,2.0,10.5,299.0,1535.0,751.0,16.0,12.0,3.0,12.0,9.0,364.0,20.0,39.0,15.8,4,68.0,0,10,27.0,3,2.21,12.0,6.0,6.0,1.0,-0.29,9.1,5.6,3.5,0.58,-0.34,0.0,16.0,19.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,20.0,13.0,9.0,59.1,14.0,€25.00m
Iñaki Peña,Goalkeeper,21.0,ESP,FC Barcelona,3.0,2020/2021,https://www.transfermarkt.com/inaki-pena/profil/spieler/283170,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,24,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,€3.00m
Jordi Alba,Left-Back,31.0,ESP,FC Barcelona,20.0,2020/2021,https://www.transfermarkt.com/jordi-alba/profil/spieler/69751,,34,3025.0,33.6,3.0,5.0,8.0,3.0,0.0,0.0,9.0,0.0,1.9,1.9,7.6,9.5,48.0,197.0,354.0,0.09,0.15,0.24,0.09,0.24,0.06,0.22,0.28,0.06,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,27.0,10.0,37.0,0.8,0.3,0.11,0.3,20.2,1.0,0.0,0.0,0.07,1.1,1.1,2479.0,2929.0,84.6,34728.0,9855.0,1520.0,1643.0,92.5,728.0,867.0,84.0,117.0,192.0,60.9,5.0,7.6,9.9,-2.6,52.0,149.0,76.0,16.0,197.0,96.0,2.86,93.0,2.0,1.0,0.0,0.0,0.0,9.0,0.27,8.0,0.0,1.0,0.0,0.0,0.0,45.0,30.0,22.0,16.0,7.0,24.0,52.0,46.2,28.0,21.0,2.0,19.0,49.0,94.0,48.0,0.0,3199.0,77.0,636.0,1277.0,1300.0,118.0,3199.0,32.0,17.0,53.1,15.0,46.9,1973.0,7344.0,3553.0,48.0,44.0,14.0,32.0,14.0,2390.0,354.0,86.0,88.5,34,88.0,28,1,45.0,1,2.14,79.0,34.0,45.0,1.34,0.88,66.4,35.4,31.1,0.92,0.55,0.0,20.0,15.0,10.0,119.0,49.0,30.0,0.0,0.0,1.0,218.0,4.0,8.0,33.3,35.0,€20.00m
Junior Firpo,Left-Back,23.0,DOM,FC Barcelona,8.0,2020/2021,https://www.transfermarkt.com/junior-firpo/profil/spieler/374139,,3,289.0,3.2,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.8,1.4,8.0,7.0,22.0,0.31,0.31,0.62,0.31,0.62,0.21,0.24,0.45,0.21,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,100.0,0.31,0.31,1.0,1.0,3.6,0.0,0.0,0.0,0.68,0.3,0.3,202.0,229.0,88.2,2501.0,612.0,132.0,139.0,95.0,56.0,62.0,90.3,2.0,4.0,50.0,1.0,0.8,0.5,0.2,5.0,6.0,3.0,1.0,7.0,8.0,2.49,7.0,0.0,0.0,0.0,1.0,0.0,2.0,0.62,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,3.0,2.0,4.0,5.0,7.0,0.0,265.0,12.0,61.0,121.0,84.0,12.0,265.0,5.0,1.0,20.0,4.0,80.0,155.0,718.0,358.0,8.0,8.0,3.0,6.0,0.0,193.0,22.0,41.0,8.5,3,75.0,2,4,16.0,28,2.71,7.0,2.0,5.0,1.56,0.35,5.5,4.2,1.3,0.41,-0.49,0.0,9.0,6.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,15.0,3.0,1.0,75.0,7.0,€8.00m
Konrad De La Fuente,Left Winger,19.0,USA,FC Barcelona,4.0,2020/2021,https://www.transfermarkt.com/konrad-de-la-fuente/profil/spieler/466809,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,18,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,€4.00m
Lionel Messi,Right Winger,33.0,ARG,FC Barcelona,80.0,2020/2021,https://www.transfermarkt.com/lionel-messi/profil/spieler/28003,,33,3023.0,33.6,30.0,9.0,39.0,27.0,3.0,5.0,4.0,0.0,22.1,17.8,9.5,27.2,215.0,335.0,263.0,0.89,0.27,1.16,0.8,1.07,0.66,0.28,0.94,0.53,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,191.0,85.0,44.5,5.69,2.53,0.14,0.32,19.7,40.0,3.0,5.0,0.1,7.9,9.2,1954.0,2402.0,81.3,27676.0,9454.0,1162.0,1290.0,90.1,533.0,639.0,83.4,130.0,222.0,58.6,9.0,9.5,13.4,-0.5,77.0,246.0,131.0,11.0,335.0,241.0,7.17,141.0,20.0,40.0,12.0,28.0,0.0,34.0,1.01,21.0,1.0,7.0,3.0,2.0,0.0,18.0,10.0,3.0,9.0,6.0,6.0,17.0,35.3,11.0,12.0,0.0,12.0,6.0,24.0,0.0,2.0,2850.0,0.0,64.0,1133.0,1687.0,211.0,2845.0,247.0,159.0,64.4,88.0,35.6,2119.0,13045.0,7076.0,215.0,222.0,65.0,57.0,87.0,2481.0,263.0,86.0,88.4,33,89.0,32,2,40.0,0,2.06,80.0,35.0,45.0,1.34,0.89,66.4,36.5,29.9,0.89,0.26,0.0,22.0,99.0,7.0,126.0,6.0,10.0,0.0,0.0,0.0,66.0,7.0,10.0,41.2,35.0,€80.00m
Marc-André ter Stegen,Goalkeeper,28.0,GER,FC Barcelona,60.0,2020/2021,https://www.transfermarkt.com/marc-andre-ter-stegen/profil/spieler/74857,31.0,31,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.03,106.0,76.0,72.6,21.0,5.0,5.0,11.0,35.5,3.0,3.0,0.0,0.0,0.0,31.0,32.0,3.0,1.0,4.0,2.0,28.6,0.24,-1.4,-0.04,78.0,171.0,45.6,881.0,156.0,14.6,26.5,161.0,26.1,31.6,283.0,17.0,6.0,32.0,1.03,15.8,0.0,1.0,0.0,0.0,0.03,0.0,0.0,,19.2,0.0,0.0,0.0,0.06,-0.1,-0.1,925.0,1043.0,88.7,22407.0,15660.0,182.0,183.0,99.5,514.0,522.0,98.5,228.0,336.0,67.9,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,0.13,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,1093.0,957.0,1084.0,8.0,2.0,1.0,1093.0,0.0,0.0,,0.0,,618.0,2842.0,1890.0,0.0,0.0,0.0,0.0,0.0,633.0,0.0,90.0,81.6,31,90.0,31,0,,0,2.19,74.0,32.0,42.0,1.35,0.64,64.5,31.1,33.4,1.08,1.18,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,6.0,0.0,100.0,31.0,€60.00m
