Player,position,Age,Nation,club,mv_millions,Season,player_url,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,MP,market_value
Diego Moreno,Right-Back,20.0,ESP,CA Osasuna,0.8,2022/2023,https://www.transfermarkt.com/diego-moreno/profil/spieler/634122,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,€800k
Diego Moreno,Left-Back,20.0,ESP,Real Valladolid CF,0.1,2022/2023,https://www.transfermarkt.com/diego-moreno/profil/spieler/635346,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,€100k
Gonzalo Plata,Right Winger,21.0,ECU,Real Valladolid CF,5.0,2022/2023,https://www.transfermarkt.com/gonzalo-plata/profil/spieler/592735,,26,2302.0,25.6,1.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,3.7,3.7,3.1,6.8,97.0,54.0,213.0,0.04,0.2,0.23,0.04,0.23,0.15,0.12,0.27,0.15,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,37.0,13.0,35.1,1.45,0.51,0.03,0.08,17.5,1.0,0.0,0.0,0.1,-2.7,-2.7,582.0,782.0,74.4,7367.0,1681.0,387.0,458.0,84.5,145.0,193.0,75.1,18.0,47.0,38.3,5.0,3.1,2.6,1.9,37.0,28.0,19.0,3.0,54.0,93.0,3.64,66.0,7.0,9.0,1.0,8.0,2.0,11.0,0.43,8.0,0.0,1.0,0.0,2.0,0.0,66.0,35.0,31.0,24.0,11.0,23.0,70.0,32.9,47.0,40.0,0.0,40.0,12.0,78.0,10.0,1.0,1203.0,13.0,183.0,462.0,578.0,102.0,1203.0,172.0,66.0,38.4,86.0,50.0,703.0,5277.0,2466.0,97.0,64.0,45.0,68.0,39.0,763.0,213.0,68.0,67.3,26,79.0,11,8,32.0,0,1.12,26.0,37.0,-11.0,-0.43,1.1,30.1,42.5,-12.4,-0.49,0.66,0.0,22.0,41.0,4.0,54.0,12.0,35.0,3.0,0.0,0.0,123.0,17.0,44.0,27.9,34.0,€5.00m
Iván Cédric,Centre-Forward,20.0,ESP,Real Valladolid CF,0.3,2022/2023,https://www.transfermarkt.com/ivan-cedric/profil/spieler/716163,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,€300k
Iván Fresneda,Right-Back,17.0,ESP,Real Valladolid CF,15.0,2022/2023,https://www.transfermarkt.com/ivan-fresneda/profil/spieler/946883,,18,1743.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,1.5,2.1,48.0,62.0,101.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.11,0.03,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,0.0,0.21,0.0,0.0,,17.8,0.0,0.0,0.0,0.15,-0.6,-0.6,710.0,922.0,77.0,11295.0,3707.0,366.0,413.0,88.6,264.0,336.0,78.6,56.0,108.0,51.9,0.0,1.5,1.2,-1.5,18.0,55.0,16.0,11.0,62.0,39.0,1.98,33.0,4.0,0.0,0.0,1.0,1.0,3.0,0.15,1.0,1.0,0.0,0.0,1.0,0.0,48.0,34.0,31.0,13.0,4.0,29.0,47.0,61.7,18.0,32.0,8.0,24.0,15.0,63.0,60.0,0.0,1163.0,87.0,390.0,497.0,284.0,16.0,1163.0,42.0,15.0,35.7,19.0,45.2,563.0,3218.0,1672.0,48.0,26.0,7.0,22.0,18.0,625.0,101.0,79.0,51.0,18,85.0,15,4,51.0,12,0.86,20.0,34.0,-14.0,-0.72,0.14,19.9,35.8,-15.9,-0.81,-0.22,0.0,13.0,25.0,0.0,59.0,15.0,34.0,0.0,0.0,0.0,103.0,8.0,18.0,30.8,22.0,€15.00m
Iván Sánchez,Right Winger,29.0,ESP,Real Valladolid CF,0.8,2022/2023,https://www.transfermarkt.com/ivan-sanchez/profil/spieler/221311,,13,1154.0,12.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,1.6,2.4,58.0,65.0,61.0,0.08,0.08,0.16,0.08,0.16,0.06,0.12,0.19,0.06,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,7.0,41.2,1.33,0.55,0.06,0.14,22.6,0.0,0.0,0.0,0.05,0.2,0.2,381.0,480.0,79.4,6282.0,1895.0,175.0,201.0,87.1,160.0,183.0,87.4,29.0,53.0,54.7,1.0,1.6,1.7,-0.6,17.0,36.0,16.0,8.0,65.0,42.0,3.38,31.0,4.0,4.0,2.0,1.0,0.0,2.0,0.16,1.0,1.0,0.0,0.0,0.0,0.0,20.0,14.0,8.0,8.0,4.0,10.0,27.0,37.0,17.0,14.0,1.0,13.0,8.0,28.0,4.0,0.0,616.0,9.0,99.0,292.0,241.0,26.0,616.0,63.0,36.0,57.1,16.0,25.4,449.0,3611.0,1974.0,58.0,31.0,12.0,21.0,15.0,472.0,61.0,46.0,33.7,13,66.0,1,12,25.0,11,0.92,11.0,19.0,-8.0,-0.62,0.25,11.0,16.3,-5.2,-0.42,0.42,0.0,9.0,43.0,1.0,38.0,8.0,14.0,0.0,0.0,0.0,62.0,2.0,12.0,14.3,25.0,€800k
Javi Sánchez,Centre-Back,25.0,ESP,Real Valladolid CF,3.0,2022/2023,https://www.transfermarkt.com/javi-sanchez/profil/spieler/340853,,28,2392.0,26.6,1.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,0.7,0.7,0.1,0.8,21.0,74.0,5.0,0.04,0.0,0.04,0.04,0.04,0.03,0.0,0.03,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,2.0,22.2,0.34,0.08,0.11,0.5,17.9,1.0,0.0,0.0,0.08,0.3,0.3,962.0,1175.0,81.9,19443.0,7131.0,314.0,350.0,89.7,499.0,551.0,90.6,131.0,228.0,57.5,0.0,0.1,0.4,-0.1,3.0,65.0,3.0,0.0,74.0,16.0,0.6,14.0,0.0,1.0,0.0,1.0,0.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,43.0,26.0,27.0,15.0,1.0,17.0,26.0,65.4,9.0,32.0,22.0,10.0,46.0,89.0,116.0,0.0,1444.0,219.0,838.0,577.0,41.0,15.0,1444.0,7.0,7.0,100.0,0.0,0.0,800.0,4466.0,2820.0,21.0,9.0,1.0,7.0,4.0,906.0,5.0,75.0,69.9,28,81.0,20,4,29.0,2,1.16,21.0,43.0,-22.0,-0.83,-0.13,25.9,45.5,-19.6,-0.74,-0.12,0.0,34.0,9.0,0.0,5.0,46.0,26.0,0.0,2.0,0.0,115.0,46.0,45.0,50.5,32.0,€3.00m
Jawad El Yamiq,Centre-Back,30.0,MAR,Real Valladolid CF,2.0,2022/2023,https://www.transfermarkt.com/jawad-el-yamiq/profil/spieler/235412,,19,1608.0,17.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.1,1.1,0.4,1.6,21.0,55.0,3.0,0.06,0.0,0.06,0.06,0.06,0.06,0.02,0.08,0.06,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,4.0,23.5,0.95,0.22,0.06,0.25,20.2,0.0,0.0,0.0,0.07,-0.1,-0.1,745.0,919.0,81.1,14945.0,5590.0,269.0,296.0,90.9,354.0,403.0,87.8,110.0,188.0,58.5,0.0,0.4,0.6,-0.4,5.0,48.0,2.0,0.0,55.0,12.0,0.65,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,10.0,7.0,0.0,6.0,11.0,54.5,5.0,27.0,19.0,8.0,37.0,54.0,101.0,0.0,1163.0,177.0,613.0,519.0,45.0,19.0,1163.0,14.0,10.0,71.4,3.0,21.4,606.0,3424.0,1777.0,21.0,9.0,3.0,14.0,5.0,660.0,3.0,64.0,47.0,19,79.0,13,6,19.0,5,1.08,14.0,33.0,-19.0,-1.06,-0.52,16.4,33.1,-16.7,-0.9,-0.38,0.0,13.0,9.0,1.0,0.0,37.0,11.0,0.0,1.0,0.0,118.0,42.0,25.0,62.7,25.0,€2.00m
Joaquín Fernández,Centre-Back,26.0,ESP,Real Valladolid CF,3.0,2022/2023,https://www.transfermarkt.com/joaquin-fernandez/profil/spieler/221321,,24,2156.0,24.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,0.1,0.6,6.0,42.0,3.0,0.04,0.0,0.04,0.04,0.04,0.02,0.0,0.03,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,1.0,10.0,0.42,0.04,0.1,1.0,13.5,0.0,0.0,0.0,0.05,0.5,0.5,820.0,994.0,82.5,16781.0,6545.0,249.0,270.0,92.2,445.0,502.0,88.6,110.0,185.0,59.5,0.0,0.1,0.2,-0.1,2.0,53.0,4.0,0.0,42.0,14.0,0.58,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,28.0,20.0,11.0,4.0,19.0,30.0,63.3,11.0,31.0,22.0,9.0,27.0,62.0,98.0,1.0,1228.0,167.0,672.0,517.0,41.0,17.0,1228.0,2.0,1.0,50.0,1.0,50.0,672.0,3137.0,1642.0,6.0,7.0,1.0,9.0,1.0,759.0,3.0,80.0,63.0,24,83.0,21,3,53.0,6,1.26,26.0,42.0,-16.0,-0.67,0.33,25.9,38.2,-12.3,-0.51,0.51,0.0,16.0,11.0,3.0,1.0,27.0,28.0,0.0,1.0,1.0,93.0,52.0,29.0,64.2,27.0,€3.00m
Jordi Masip,Goalkeeper,33.0,ESP,Real Valladolid CF,1.0,2022/2023,https://www.transfermarkt.com/jordi-masip/profil/spieler/65263,28.0,28,2507.0,27.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.51,145.0,101.0,74.5,9.0,5.0,14.0,8.0,28.6,9.0,5.0,3.0,1.0,37.5,27.9,42.0,5.0,0.0,0.0,1.0,45.8,0.27,4.8,0.17,133.0,389.0,34.2,722.0,121.0,36.8,35.9,239.0,51.5,41.9,396.0,15.0,3.8,14.0,0.5,12.7,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,679.0,963.0,70.5,19683.0,14573.0,93.0,93.0,100.0,345.0,348.0,99.1,233.0,511.0,45.6,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.14,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1025.0,947.0,1025.0,0.0,0.0,0.0,1025.0,0.0,0.0,,0.0,,539.0,2791.0,1785.0,0.0,0.0,0.0,0.0,0.0,427.0,0.0,90.0,73.3,28,90.0,27,0,,6,1.14,26.0,42.0,-16.0,-0.57,0.81,29.5,46.6,-17.1,-0.61,0.33,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,6.0,2.0,75.0,28.0,€1.00m
Juanjo Narváez,Centre-Forward,27.0,COL,Real Valladolid CF,0.8,2022/2023,https://www.transfermarkt.com/juanjo-narvaez/profil/spieler/213595,,1,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,1.82,0.0,0.0,,10.6,0.0,0.0,0.0,0.06,-0.2,-0.2,25.0,36.0,69.4,270.0,31.0,18.0,22.0,81.8,5.0,7.0,71.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,51.0,1.0,9.0,17.0,25.0,6.0,51.0,3.0,1.0,33.3,1.0,33.3,29.0,110.0,27.0,0.0,2.0,0.0,2.0,5.0,38.0,9.0,30.0,4.3,1,61.0,0,4,22.0,10,0.8,1.0,4.0,-3.0,-1.82,-1.08,1.4,2.7,-1.3,-0.77,-0.07,0.0,1.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,6.0,33.3,5.0,€800k
Kenedy,Left Winger,26.0,BRA,Real Valladolid CF,1.5,2022/2023,https://www.transfermarkt.com/kenedy/profil/spieler/281404,,2,275.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.6,1.1,4.0,4.0,21.0,0.0,0.33,0.33,0.0,0.33,0.17,0.19,0.36,0.17,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,3.0,50.0,1.96,0.98,0.0,0.0,21.2,0.0,0.0,0.0,0.08,-0.5,-0.5,57.0,86.0,66.3,800.0,232.0,34.0,42.0,81.0,19.0,25.0,76.0,2.0,10.0,20.0,1.0,0.6,0.6,0.4,4.0,7.0,2.0,2.0,4.0,6.0,1.96,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,3.0,0.0,2.0,4.0,50.0,2.0,2.0,0.0,2.0,1.0,7.0,0.0,0.0,131.0,0.0,18.0,59.0,58.0,13.0,131.0,13.0,4.0,30.8,9.0,69.2,85.0,367.0,142.0,4.0,1.0,3.0,14.0,7.0,94.0,21.0,23.0,8.0,2,43.0,0,10,19.0,5,0.5,2.0,9.0,-7.0,-2.29,-1.63,4.1,7.7,-3.5,-1.16,-0.5,0.0,9.0,2.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,14.0,2.0,3.0,40.0,12.0,€1.50m
Kike Pérez,Central Midfield,25.0,ESP,Real Valladolid CF,4.5,2022/2023,https://www.transfermarkt.com/kike-perez/profil/spieler/527698,,28,2307.0,25.6,1.0,2.0,3.0,1.0,0.0,0.0,9.0,0.0,2.3,2.3,2.2,4.5,54.0,134.0,82.0,0.04,0.08,0.12,0.04,0.12,0.09,0.09,0.17,0.09,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,46.0,10.0,21.7,1.79,0.39,0.02,0.1,22.6,1.0,0.0,0.0,0.05,-1.3,-1.3,927.0,1223.0,75.8,16632.0,4584.0,446.0,527.0,84.6,338.0,413.0,81.8,123.0,199.0,61.8,2.0,2.2,2.0,-0.2,32.0,101.0,19.0,5.0,134.0,77.0,3.0,60.0,3.0,3.0,5.0,6.0,0.0,3.0,0.12,2.0,0.0,0.0,0.0,1.0,0.0,67.0,33.0,30.0,32.0,5.0,25.0,68.0,36.8,43.0,26.0,7.0,19.0,20.0,87.0,28.0,0.0,1546.0,52.0,337.0,836.0,413.0,45.0,1546.0,69.0,30.0,43.5,28.0,40.6,911.0,5542.0,2827.0,54.0,46.0,8.0,49.0,34.0,1028.0,82.0,64.0,67.5,28,74.0,10,8,28.0,1,0.94,17.0,44.0,-27.0,-1.05,-0.81,25.6,42.8,-17.3,-0.67,0.09,0.0,57.0,57.0,4.0,58.0,20.0,33.0,0.0,0.0,0.0,186.0,31.0,31.0,50.0,36.0,€4.50m
Lucas Olaza,Left-Back,28.0,URU,Real Valladolid CF,2.5,2022/2023,https://www.transfermarkt.com/lucas-olaza/profil/spieler/216240,,16,1494.0,16.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.0,1.4,12.0,66.0,90.0,0.0,0.06,0.06,0.0,0.06,0.02,0.06,0.08,0.02,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,2.0,40.0,0.3,0.12,0.0,0.0,26.4,2.0,0.0,0.0,0.08,-0.4,-0.4,606.0,797.0,76.0,10317.0,4171.0,271.0,308.0,88.0,263.0,321.0,81.9,53.0,111.0,47.7,1.0,1.0,1.0,0.0,16.0,34.0,17.0,8.0,66.0,29.0,1.75,20.0,7.0,1.0,0.0,1.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,24.0,14.0,12.0,10.0,2.0,17.0,26.0,65.4,9.0,20.0,8.0,12.0,14.0,38.0,34.0,0.0,929.0,55.0,263.0,404.0,268.0,11.0,929.0,11.0,4.0,36.4,7.0,63.6,413.0,1428.0,707.0,12.0,15.0,1.0,14.0,7.0,480.0,90.0,65.0,43.7,16,81.0,10,7,27.0,10,1.0,13.0,27.0,-14.0,-0.84,-0.1,15.0,28.8,-13.8,-0.83,-0.23,0.0,12.0,20.0,2.0,71.0,14.0,14.0,0.0,0.0,0.0,72.0,27.0,30.0,47.4,23.0,€2.50m
Luis Pérez,Right-Back,27.0,ESP,Real Valladolid CF,1.5,2022/2023,https://www.transfermarkt.com/luis-perez/profil/spieler/358115,,15,1213.0,13.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.9,1.0,24.0,42.0,84.0,0.0,0.07,0.07,0.0,0.07,0.01,0.07,0.08,0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,0.0,0.3,0.0,0.0,,27.6,0.0,0.0,0.0,0.03,-0.1,-0.1,436.0,574.0,76.0,7137.0,2375.0,232.0,253.0,91.7,149.0,204.0,73.0,42.0,70.0,60.0,1.0,0.9,0.9,0.1,13.0,30.0,15.0,13.0,42.0,26.0,1.93,23.0,1.0,0.0,0.0,2.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,44.0,24.0,26.0,12.0,6.0,27.0,38.0,71.1,11.0,13.0,4.0,9.0,16.0,60.0,29.0,0.0,724.0,38.0,206.0,330.0,196.0,4.0,724.0,20.0,8.0,40.0,10.0,50.0,375.0,1920.0,933.0,24.0,16.0,1.0,16.0,5.0,397.0,84.0,67.0,35.5,15,74.0,10,3,32.0,6,1.0,9.0,29.0,-20.0,-1.48,-1.08,14.1,25.8,-11.7,-0.87,-0.26,0.0,12.0,16.0,4.0,54.0,16.0,24.0,0.0,0.0,0.0,55.0,7.0,16.0,30.4,18.0,€1.50m
Mario Maroto,Central Midfield,18.0,ESP,Real Valladolid CF,0.15,2022/2023,https://www.transfermarkt.com/mario-maroto/profil/spieler/710484,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,€150k
Martin Hongla,Defensive Midfield,24.0,CMR,Real Valladolid CF,3.0,2022/2023,https://www.transfermarkt.com/martin-hongla/profil/spieler/398808,,15,1306.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.3,0.3,6.0,50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.07,0.0,0.0,,33.5,0.0,0.0,0.0,0.03,0.0,0.0,520.0,634.0,82.0,11242.0,3295.0,147.0,172.0,85.5,265.0,285.0,93.0,98.0,151.0,64.9,0.0,0.3,0.3,-0.3,2.0,33.0,4.0,1.0,50.0,11.0,0.76,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,13.0,5.0,0.0,11.0,21.0,52.4,10.0,15.0,12.0,3.0,8.0,26.0,46.0,1.0,745.0,84.0,333.0,371.0,46.0,1.0,745.0,11.0,9.0,81.8,2.0,18.2,455.0,2458.0,1302.0,6.0,7.0,1.0,14.0,1.0,463.0,5.0,82.0,38.2,15,84.0,9,1,44.0,0,1.0,15.0,25.0,-10.0,-0.69,0.16,15.0,25.5,-10.4,-0.72,-0.03,1.0,21.0,3.0,2.0,7.0,8.0,13.0,0.0,1.0,0.0,98.0,7.0,16.0,30.4,16.0,€3.00m
Monchu,Central Midfield,22.0,ESP,Real Valladolid CF,5.0,2022/2023,https://www.transfermarkt.com/monchu/profil/spieler/282727,,23,2031.0,22.6,3.0,2.0,5.0,3.0,0.0,0.0,10.0,0.0,2.4,2.4,2.0,4.4,17.0,111.0,25.0,0.13,0.09,0.22,0.13,0.22,0.11,0.09,0.2,0.11,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,39.0,10.0,25.6,1.73,0.44,0.08,0.3,24.4,9.0,0.0,0.0,0.06,0.6,0.6,833.0,1054.0,79.0,16192.0,4815.0,369.0,410.0,90.0,303.0,375.0,80.8,144.0,231.0,62.3,2.0,2.0,1.7,0.0,25.0,98.0,5.0,2.0,111.0,73.0,3.24,42.0,19.0,0.0,6.0,4.0,2.0,5.0,0.22,3.0,1.0,0.0,1.0,0.0,0.0,50.0,29.0,20.0,21.0,9.0,19.0,46.0,41.3,27.0,28.0,11.0,17.0,18.0,68.0,22.0,1.0,1276.0,48.0,319.0,693.0,270.0,24.0,1276.0,20.0,10.0,50.0,7.0,35.0,636.0,2794.0,1252.0,17.0,18.0,3.0,34.0,15.0,749.0,25.0,62.0,59.4,23,78.0,13,10,24.0,3,0.97,17.0,40.0,-23.0,-1.02,-0.57,23.4,39.3,-15.9,-0.7,-0.01,0.0,46.0,28.0,1.0,76.0,18.0,29.0,0.0,1.0,0.0,119.0,18.0,31.0,36.7,33.0,€5.00m
