player,position,age,market_value,club,nationality,player_url,mv_millions,season
Ricard Sánchez,Right-Back,20,€250k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/ricard-sanchez/profil/spieler/388545,0.25,2019/20
Thomas Partey,Defensive Midfield,27,€40.00m,Atlético de Madrid,['Ghana'],https://www.transfermarkt.com/thomas-partey/profil/spieler/230784,40.0,2019/20
Saúl Ñíguez,Central Midfield,25,€72.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/saul-niguez/profil/spieler/148928,72.0,2019/20
Koke,Central Midfield,28,€48.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/koke/profil/spieler/74229,48.0,2019/20
Héctor Herrera,Central Midfield,30,€16.00m,Atlético de Madrid,"['Mexico', 'Portugal']",https://www.transfermarkt.com/hector-herrera/profil/spieler/122043,16.0,2019/20
Toni Moya,Central Midfield,22,€300k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/toni-moya/profil/spieler/295065,0.3,2019/20
Marcos Llorente,Right Midfield,25,€16.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/marcos-llorente/profil/spieler/282411,16.0,2019/20
Thomas Lemar,Attacking Midfield,24,€24.00m,Atlético de Madrid,"['France', 'Guadeloupe']",https://www.transfermarkt.com/thomas-lemar/profil/spieler/205562,24.0,2019/20
Óscar Clemente,Attacking Midfield,21,€900k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/oscar-clemente/profil/spieler/396340,0.9,2019/20
Yannick Carrasco,Left Winger,26,€22.50m,Atlético de Madrid,"['Belgium', 'Spain']",https://www.transfermarkt.com/yannick-carrasco/profil/spieler/140776,22.5,2019/20
Vitolo,Left Winger,30,€14.50m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/vitolo/profil/spieler/67082,14.5,2019/20
Rodrigo Riquelme,Left Winger,20,€2.30m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/rodrigo-riquelme/profil/spieler/461617,2.3,2019/20
Ángel Correa,Right Winger,25,€32.00m,Atlético de Madrid,"['Argentina', 'Spain']",https://www.transfermarkt.com/angel-correa/profil/spieler/266807,32.0,2019/20
Germán Valera,Right Winger,18,€1.80m,Atlético de Madrid,"['Spain', 'Lithuania']",https://www.transfermarkt.com/german-valera/profil/spieler/548188,1.8,2019/20
João Félix,Second Striker,20,€81.00m,Atlético de Madrid,['Portugal'],https://www.transfermarkt.com/joao-felix/profil/spieler/462250,81.0,2019/20
Álvaro Morata,Centre-Forward,27,€36.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223,36.0,2019/20
Diego Costa,Centre-Forward,31,€14.50m,Atlético de Madrid,"['Spain', 'Brazil']",https://www.transfermarkt.com/diego-costa/profil/spieler/44779,14.5,2019/20
Sergio Camello,Centre-Forward,19,€2.30m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/sergio-camello/profil/spieler/505674,2.3,2019/20
Ivan Saponjic,Centre-Forward,22,€1.20m,Atlético de Madrid,['Serbia'],https://www.transfermarkt.com/ivan-saponjic/profil/spieler/274347,1.2,2019/20
Darío Poveda,Centre-Forward,23,€250k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/dario-poveda/profil/spieler/399780,0.25,2019/20
Jasper Cillessen,Goalkeeper,31,€14.50m,Valencia CF,['Netherlands'],https://www.transfermarkt.com/jasper-cillessen/profil/spieler/146227,14.5,2019/20
Jaume Doménech,Goalkeeper,29,€6.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/jaume-domenech/profil/spieler/227805,6.0,2019/20
Cristian Rivero,Goalkeeper,22,€250k,Valencia CF,['Spain'],https://www.transfermarkt.com/cristian-rivero/profil/spieler/398131,0.25,2019/20
Gabriel Paulista,Centre-Back,29,€17.50m,Valencia CF,"['Brazil', 'Spain']",https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498,17.5,2019/20
Mouctar Diakhaby,Centre-Back,23,€17.50m,Valencia CF,"['Guinea', 'France']",https://www.transfermarkt.com/mouctar-diakhaby/profil/spieler/346289,17.5,2019/20
Eliaquim Mangala,Centre-Back,29,€6.00m,Valencia CF,"['France', 'Belgium']",https://www.transfermarkt.com/eliaquim-mangala/profil/spieler/90681,6.0,2019/20
Cristiano Piccini,Centre-Back,27,€6.00m,Valencia CF,['Italy'],https://www.transfermarkt.com/cristiano-piccini/profil/spieler/163086,6.0,2019/20
Ezequiel Garay,Centre-Back,33,€4.80m,Valencia CF,"['Argentina', 'Spain']",https://www.transfermarkt.com/ezequiel-garay/profil/spieler/35939,4.8,2019/20
Javi Jiménez,Centre-Back,23,€250k,Valencia CF,['Spain'],https://www.transfermarkt.com/javi-jimenez/profil/spieler/251860,0.25,2019/20
Guillem Molina,Centre-Back,20,€150k,Valencia CF,['Spain'],https://www.transfermarkt.com/guillem-molina/profil/spieler/602156,0.15,2019/20
José Gayà,Left-Back,25,€40.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/jose-gaya/profil/spieler/221322,40.0,2019/20
Jaume Costa,Left-Back,32,€3.20m,Valencia CF,['Spain'],https://www.transfermarkt.com/jaume-costa/profil/spieler/65318,3.2,2019/20
Adrián Guerrero,Left-Back,22,€250k,Valencia CF,['Spain'],https://www.transfermarkt.com/adrian-guerrero/profil/spieler/282724,0.25,2019/20
Alessandro Florenzi,Right-Back,29,€16.00m,Valencia CF,['Italy'],https://www.transfermarkt.com/alessandro-florenzi/profil/spieler/130365,16.0,2019/20
Thierry Correia,Right-Back,21,€2.70m,Valencia CF,"['Portugal', 'Cape Verde']",https://www.transfermarkt.com/thierry-correia/profil/spieler/367466,2.7,2019/20
Geoffrey Kondogbia,Defensive Midfield,27,€22.50m,Valencia CF,"['Central African Republic', 'France']",https://www.transfermarkt.com/geoffrey-kondogbia/profil/spieler/127189,22.5,2019/20
Francis Coquelin,Defensive Midfield,29,€19.00m,Valencia CF,"['France', 'Réunion']",https://www.transfermarkt.com/francis-coquelin/profil/spieler/74869,19.0,2019/20
Hugo Guillamón,Defensive Midfield,20,€200k,Valencia CF,['Spain'],https://www.transfermarkt.com/hugo-guillamon/profil/spieler/495629,0.2,2019/20
Carlos Soler,Central Midfield,23,€40.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/carlos-soler/profil/spieler/372246,40.0,2019/20
Dani Parejo,Central Midfield,31,€28.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/dani-parejo/profil/spieler/59561,28.0,2019/20
Daniel Wass,Central Midfield,31,€11.00m,Valencia CF,['Denmark'],https://www.transfermarkt.com/daniel-wass/profil/spieler/63463,11.0,2019/20
Koba Koindredi,Central Midfield,18,€200k,Valencia CF,"['France', 'Neukaledonien']",https://www.transfermarkt.com/koba-koindredi/profil/spieler/569375,0.2,2019/20
Vicente Esquerdo,Attacking Midfield,21,€300k,Valencia CF,['Spain'],https://www.transfermarkt.com/vicente-esquerdo/profil/spieler/599263,0.3,2019/20
Pablo Gozálbez,Attacking Midfield,19,-,Valencia CF,['Spain'],https://www.transfermarkt.com/pablo-gozalbez/profil/spieler/622992,0.0,2019/20
Gonçalo Guedes,Left Winger,23,€22.50m,Valencia CF,['Portugal'],https://www.transfermarkt.com/goncalo-guedes/profil/spieler/225122,22.5,2019/20
Denis Cheryshev,Left Winger,29,€4.80m,Valencia CF,"['Russia', 'Spain']",https://www.transfermarkt.com/denis-cheryshev/profil/spieler/98322,4.8,2019/20
Kang-in Lee,Right Winger,19,€13.50m,Valencia CF,"['Korea, South']",https://www.transfermarkt.com/kang-in-lee/profil/spieler/557149,13.5,2019/20
Manu Vallejo,Second Striker,23,€4.80m,Valencia CF,['Spain'],https://www.transfermarkt.com/manu-vallejo/profil/spieler/527350,4.8,2019/20
Ferran Torres,Centre-Forward,20,€45.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/ferran-torres/profil/spieler/398184,45.0,2019/20
Rodrigo,Centre-Forward,29,€40.00m,Valencia CF,"['Spain', 'Brazil']",https://www.transfermarkt.com/rodrigo/profil/spieler/131505,40.0,2019/20
Maxi Gómez,Centre-Forward,23,€32.00m,Valencia CF,['Uruguay'],https://www.transfermarkt.com/maxi-gomez/profil/spieler/396894,32.0,2019/20
Kévin Gameiro,Centre-Forward,33,€6.50m,Valencia CF,['France'],https://www.transfermarkt.com/kevin-gameiro/profil/spieler/27389,6.5,2019/20
Rubén Sobrino,Centre-Forward,28,€2.40m,Valencia CF,['Spain'],https://www.transfermarkt.com/ruben-sobrino/profil/spieler/85383,2.4,2019/20
Álex Remiro,Goalkeeper,25,€12.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/alex-remiro/profil/spieler/212862,12.0,2019/20
Miguel Ángel Moyá,Goalkeeper,36,€1.20m,Real Sociedad,['Spain'],https://www.transfermarkt.com/miguel-angel-moya/profil/spieler/26065,1.2,2019/20
Andoni Zubiaurre,Goalkeeper,23,€300k,Real Sociedad,['Spain'],https://www.transfermarkt.com/andoni-zubiaurre/profil/spieler/428948,0.3,2019/20
Gaizka Ayesa,Goalkeeper,19,€50k,Real Sociedad,['Spain'],https://www.transfermarkt.com/gaizka-ayesa/profil/spieler/561702,0.05,2019/20
Igor Zubeldia,Centre-Back,23,€24.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/igor-zubeldia/profil/spieler/355628,24.0,2019/20
Diego Llorente,Centre-Back,26,€20.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/diego-llorente/profil/spieler/246291,20.0,2019/20
Robin Le Normand,Centre-Back,23,€12.00m,Real Sociedad,"['Spain', 'France']",https://www.transfermarkt.com/robin-le-normand/profil/spieler/351809,12.0,2019/20
Aritz Elustondo,Centre-Back,26,€8.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/aritz-elustondo/profil/spieler/229804,8.0,2019/20
Modibo Sagnan,Centre-Back,21,€2.70m,Real Sociedad,"['Mali', 'France']",https://www.transfermarkt.com/modibo-sagnan/profil/spieler/524925,2.7,2019/20
Jon Pacheco,Centre-Back,19,€200k,Real Sociedad,['Spain'],https://www.transfermarkt.com/jon-pacheco/profil/spieler/580560,0.2,2019/20
Aritz Arambarri,Centre-Back,22,€150k,Real Sociedad,['Spain'],https://www.transfermarkt.com/aritz-arambarri/profil/spieler/434602,0.15,2019/20
Aihen Muñoz,Left-Back,22,€4.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/aihen-munoz/profil/spieler/517842,4.0,2019/20
Nacho Monreal,Left-Back,34,€3.20m,Real Sociedad,['Spain'],https://www.transfermarkt.com/nacho-monreal/profil/spieler/43003,3.2,2019/20
Kévin Rodrigues,Left-Back,26,€2.40m,Real Sociedad,"['Portugal', 'France']",https://www.transfermarkt.com/kevin-rodrigues/profil/spieler/206947,2.4,2019/20
Joseba Zaldua,Right-Back,28,€12.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/joseba-zaldua/profil/spieler/197135,12.0,2019/20
Andoni Gorosabel,Right-Back,23,€1.60m,Real Sociedad,['Spain'],https://www.transfermarkt.com/andoni-gorosabel/profil/spieler/289255,1.6,2019/20
Asier Illarramendi,Defensive Midfield,30,€14.50m,Real Sociedad,['Spain'],https://www.transfermarkt.com/asier-illarramendi/profil/spieler/59344,14.5,2019/20
Martín Zubimendi,Defensive Midfield,21,€250k,Real Sociedad,['Spain'],https://www.transfermarkt.com/martin-zubimendi/profil/spieler/423440,0.25,2019/20
Mikel Merino,Central Midfield,24,€24.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/mikel-merino/profil/spieler/338424,24.0,2019/20
Ander Guevara,Central Midfield,22,€6.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/ander-guevara/profil/spieler/465967,6.0,2019/20
Rubén Pardo,Central Midfield,27,€2.40m,Real Sociedad,['Spain'],https://www.transfermarkt.com/ruben-pardo/profil/spieler/99352,2.4,2019/20
Luca Sangalli,Central Midfield,25,€2.40m,Real Sociedad,"['Spain', 'Italy']",https://www.transfermarkt.com/luca-sangalli/profil/spieler/289286,2.4,2019/20
David Zurutuza,Central Midfield,33,€1.60m,Real Sociedad,"['Spain', 'France']",https://www.transfermarkt.com/david-zurutuza/profil/spieler/59375,1.6,2019/20
Martin Ødegaard,Attacking Midfield,21,€45.00m,Real Sociedad,['Norway'],https://www.transfermarkt.com/martin-odegaard/profil/spieler/316264,45.0,2019/20
David Silva,Attacking Midfield,34,€12.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/david-silva/profil/spieler/35518,12.0,2019/20
Roberto López,Attacking Midfield,20,€900k,Real Sociedad,['Spain'],https://www.transfermarkt.com/roberto-lopez/profil/spieler/569866,0.9,2019/20
Ander Barrenetxea,Left Winger,18,€9.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/ander-barrenetxea/profil/spieler/616369,9.0,2019/20
Julen Lobete,Left Winger,19,€900k,Real Sociedad,['Spain'],https://www.transfermarkt.com/julen-lobete/profil/spieler/625654,0.9,2019/20
Naïs Djouahra,Left Winger,20,€200k,Real Sociedad,"['France', 'Algeria']",https://www.transfermarkt.com/nais-djouahra/profil/spieler/594926,0.2,2019/20
Portu,Right Winger,28,€16.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/portu/profil/spieler/99353,16.0,2019/20
Adnan Januzaj,Right Winger,25,€9.50m,Real Sociedad,"['Belgium', 'Kosovo']",https://www.transfermarkt.com/adnan-januzaj/profil/spieler/177847,9.5,2019/20
Mikel Oyarzabal,Centre-Forward,23,€48.00m,Real Sociedad,['Spain'],https://www.transfermarkt.com/mikel-oyarzabal/profil/spieler/351478,48.0,2019/20
