player,position,age,market_value,club,nationality,player_url,mv_millions,season
Jan Oblak,Goalkeeper,26,€100.00m,Atlético de Madrid,['Slovenia'],https://www.transfermarkt.com/jan-oblak/profil/spieler/121483,100.0,2018/19
Antonio Adán,Goalkeeper,32,€1.50m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/antonio-adan/profil/spieler/44062,1.5,2018/19
Álex dos Santos,Goalkeeper,20,€200k,Atlético de Madrid,"['Brazil', 'Spain']",https://www.transfermarkt.com/alex-dos-santos/profil/spieler/396341,0.2,2018/19
José María Giménez,Centre-Back,24,€70.00m,Atlético de Madrid,"['Uruguay', 'Spain']",https://www.transfermarkt.com/jose-maria-gimenez/profil/spieler/250845,70.0,2018/19
Stefan Savic,Centre-Back,28,€35.00m,Atlético de Madrid,"['Montenegro', 'Serbia']",https://www.transfermarkt.com/stefan-savic/profil/spieler/107010,35.0,2018/19
Diego Godín,Centre-Back,33,€20.00m,Atlético de Madrid,"['Uruguay', 'Spain']",https://www.transfermarkt.com/diego-godin/profil/spieler/54928,20.0,2018/19
Javi Montero,Centre-Back,20,€10.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/javi-montero/profil/spieler/396333,10.0,2018/19
Nehuén Pérez,Centre-Back,19,€2.50m,Atlético de Madrid,['Argentina'],https://www.transfermarkt.com/nehuen-perez/profil/spieler/491693,2.5,2018/19
Tachi,Centre-Back,21,€300k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/tachi/profil/spieler/354697,0.3,2018/19
Lucas Hernández,Left-Back,23,€70.00m,Atlético de Madrid,"['France', 'Spain']",https://www.transfermarkt.com/lucas-hernandez/profil/spieler/281963,70.0,2018/19
Filipe Luís,Left-Back,33,€3.00m,Atlético de Madrid,"['Brazil', 'Poland']",https://www.transfermarkt.com/filipe-luis/profil/spieler/21725,3.0,2018/19
Manu Sánchez,Left-Back,18,-,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/manu-sanchez/profil/spieler/618809,0.0,2018/19
Santiago Arias,Right-Back,27,€18.00m,Atlético de Madrid,['Colombia'],https://www.transfermarkt.com/santiago-arias/profil/spieler/120443,18.0,2018/19
Juanfran Torres,Right-Back,34,€3.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/juanfran-torres/profil/spieler/16635,3.0,2018/19
Andrés Solano,Right-Back,21,€200k,Atlético de Madrid,"['Colombia', 'Italy']",https://www.transfermarkt.com/andres-solano/profil/spieler/461618,0.2,2018/19
Carlos Isaac,Right-Back,21,€200k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/carlos-isaac/profil/spieler/396324,0.2,2018/19
Rodri,Defensive Midfield,23,€80.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/rodri/profil/spieler/357565,80.0,2018/19
Thomas Partey,Defensive Midfield,26,€50.00m,Atlético de Madrid,['Ghana'],https://www.transfermarkt.com/thomas-partey/profil/spieler/230784,50.0,2018/19
Gustavo Assunção,Defensive Midfield,19,-,Atlético de Madrid,"['Brazil', 'Portugal']",https://www.transfermarkt.com/gustavo-assuncao/profil/spieler/461629,0.0,2018/19
Saúl Ñíguez,Central Midfield,24,€90.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/saul-niguez/profil/spieler/148928,90.0,2018/19
Koke,Central Midfield,27,€70.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/koke/profil/spieler/74229,70.0,2018/19
Roberto Olabe,Central Midfield,23,€800k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/roberto-olabe/profil/spieler/242299,0.8,2018/19
Toni Moya,Central Midfield,21,€300k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/toni-moya/profil/spieler/295065,0.3,2018/19
Cristian Rodríguez,Central Midfield,23,€250k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/cristian-rodriguez/profil/spieler/442802,0.25,2018/19
Mikel Carro,Central Midfield,20,€150k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/mikel-carro/profil/spieler/396327,0.15,2018/19
Thomas Lemar,Attacking Midfield,23,€40.00m,Atlético de Madrid,"['France', 'Guadeloupe']",https://www.transfermarkt.com/thomas-lemar/profil/spieler/205562,40.0,2018/19
Vitolo,Left Winger,29,€18.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/vitolo/profil/spieler/67082,18.0,2018/19
Víctor Mollejo,Left Winger,18,€2.50m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/victor-mollejo/profil/spieler/505673,2.5,2018/19
Ángel Correa,Right Winger,24,€35.00m,Atlético de Madrid,"['Argentina', 'Spain']",https://www.transfermarkt.com/angel-correa/profil/spieler/266807,35.0,2018/19
Gelson Martins,Right Winger,24,€28.00m,Atlético de Madrid,"['Portugal', 'Cape Verde']",https://www.transfermarkt.com/gelson-martins/profil/spieler/257448,28.0,2018/19
Joaquín Muñoz,Right Winger,20,€300k,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/joaquin-munoz/profil/spieler/396334,0.3,2018/19
Antoine Griezmann,Centre-Forward,28,€130.00m,Atlético de Madrid,['France'],https://www.transfermarkt.com/antoine-griezmann/profil/spieler/125781,130.0,2018/19
Álvaro Morata,Centre-Forward,26,€50.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223,50.0,2018/19
Diego Costa,Centre-Forward,30,€25.00m,Atlético de Madrid,"['Spain', 'Brazil']",https://www.transfermarkt.com/diego-costa/profil/spieler/44779,25.0,2018/19
Nikola Kalinić,Centre-Forward,31,€10.00m,Atlético de Madrid,['Croatia'],https://www.transfermarkt.com/nikola-kalinic/profil/spieler/36371,10.0,2018/19
Borja Garcés,Centre-Forward,19,€3.00m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/borja-garces/profil/spieler/566036,3.0,2018/19
Sergio Camello,Centre-Forward,18,€2.50m,Atlético de Madrid,['Spain'],https://www.transfermarkt.com/sergio-camello/profil/spieler/505674,2.5,2018/19
Thibaut Courtois,Goalkeeper,27,€55.00m,Real Madrid,['Belgium'],https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390,55.0,2018/19
Keylor Navas,Goalkeeper,32,€10.00m,Real Madrid,"['Costa Rica', 'Spain']",https://www.transfermarkt.com/keylor-navas/profil/spieler/79422,10.0,2018/19
Andriy Lunin,Goalkeeper,20,€7.50m,Real Madrid,['Ukraine'],https://www.transfermarkt.com/andriy-lunin/profil/spieler/404839,7.5,2018/19
Kiko Casilla,Goalkeeper,32,€3.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/kiko-casilla/profil/spieler/27486,3.0,2018/19
Luca Zidane,Goalkeeper,21,€1.00m,Real Madrid,"['France', 'Spain']",https://www.transfermarkt.com/luca-zidane/profil/spieler/283489,1.0,2018/19
Raphaël Varane,Centre-Back,26,€70.00m,Real Madrid,"['France', 'Martinique']",https://www.transfermarkt.com/raphael-varane/profil/spieler/164770,70.0,2018/19
Sergio Ramos,Centre-Back,33,€25.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/sergio-ramos/profil/spieler/25557,25.0,2018/19
Nacho Fernández,Centre-Back,29,€25.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/nacho-fernandez/profil/spieler/58884,25.0,2018/19
Jesús Vallejo,Centre-Back,22,€10.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/jesus-vallejo/profil/spieler/251896,10.0,2018/19
Javi Sánchez,Centre-Back,22,€2.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/javi-sanchez/profil/spieler/340853,2.0,2018/19
Adrián de la Fuente,Centre-Back,20,€300k,Real Madrid,['Spain'],https://www.transfermarkt.com/adrian-de-la-fuente/profil/spieler/341263,0.3,2018/19
Marcelo,Left-Back,31,€25.00m,Real Madrid,"['Brazil', 'Spain']",https://www.transfermarkt.com/marcelo/profil/spieler/44501,25.0,2018/19
Sergio Reguilón,Left-Back,22,€15.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/sergio-reguilon/profil/spieler/282429,15.0,2018/19
Fran García,Left-Back,19,€250k,Real Madrid,['Spain'],https://www.transfermarkt.com/fran-garcia/profil/spieler/341264,0.25,2018/19
Daniel Carvajal,Right-Back,27,€50.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/daniel-carvajal/profil/spieler/138927,50.0,2018/19
Lucas Vázquez,Right-Back,27,€25.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/lucas-vazquez/profil/spieler/221316,25.0,2018/19
Álvaro Odriozola,Right-Back,23,€25.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/alvaro-odriozola/profil/spieler/280730,25.0,2018/19
Casemiro,Defensive Midfield,27,€60.00m,Real Madrid,"['Brazil', 'Spain']",https://www.transfermarkt.com/casemiro/profil/spieler/16306,60.0,2018/19
Toni Kroos,Central Midfield,29,€60.00m,Real Madrid,['Germany'],https://www.transfermarkt.com/toni-kroos/profil/spieler/31909,60.0,2018/19
Dani Ceballos,Central Midfield,22,€30.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/dani-ceballos/profil/spieler/319745,30.0,2018/19
Luka Modrić,Central Midfield,33,€20.00m,Real Madrid,['Croatia'],https://www.transfermarkt.com/luka-modric/profil/spieler/27992,20.0,2018/19
Federico Valverde,Central Midfield,20,€20.00m,Real Madrid,"['Uruguay', 'Spain']",https://www.transfermarkt.com/federico-valverde/profil/spieler/369081,20.0,2018/19
Álvaro Fidalgo,Central Midfield,22,€300k,Real Madrid,"['Spain', 'Mexico']",https://www.transfermarkt.com/alvaro-fidalgo/profil/spieler/261503,0.3,2018/19
Jaume Grau,Central Midfield,22,€300k,Real Madrid,['Spain'],https://www.transfermarkt.com/jaume-grau/profil/spieler/340864,0.3,2018/19
Jaime Seoane,Central Midfield,22,€250k,Real Madrid,['Spain'],https://www.transfermarkt.com/jaime-seoane/profil/spieler/340867,0.25,2018/19
Marcos Llorente,Right Midfield,24,€20.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/marcos-llorente/profil/spieler/282411,20.0,2018/19
Marco Asensio,Attacking Midfield,23,€60.00m,Real Madrid,"['Spain', 'Netherlands']",https://www.transfermarkt.com/marco-asensio/profil/spieler/296622,60.0,2018/19
Isco,Attacking Midfield,27,€60.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/isco/profil/spieler/85288,60.0,2018/19
Vinicius Junior,Left Winger,18,€70.00m,Real Madrid,"['Brazil', 'Spain']",https://www.transfermarkt.com/vinicius-junior/profil/spieler/371998,70.0,2018/19
Gareth Bale,Right Winger,29,€60.00m,Real Madrid,['Wales'],https://www.transfermarkt.com/gareth-bale/profil/spieler/39381,60.0,2018/19
Brahim Díaz,Right Winger,19,€17.00m,Real Madrid,"['Morocco', 'Spain']",https://www.transfermarkt.com/brahim-diaz/profil/spieler/314678,17.0,2018/19
Franchu,Right Winger,21,€200k,Real Madrid,"['Argentina', 'Spain']",https://www.transfermarkt.com/franchu/profil/spieler/458466,0.2,2018/19
Cristo,Second Striker,21,€5.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/cristo/profil/spieler/339707,5.0,2018/19
Karim Benzema,Centre-Forward,31,€40.00m,Real Madrid,"['France', 'Algeria']",https://www.transfermarkt.com/karim-benzema/profil/spieler/18922,40.0,2018/19
Mariano Díaz,Centre-Forward,25,€20.00m,Real Madrid,"['Dominican Republic', 'Spain']",https://www.transfermarkt.com/mariano-diaz/profil/spieler/225020,20.0,2018/19
Borja Mayoral,Centre-Forward,22,€4.00m,Real Madrid,['Spain'],https://www.transfermarkt.com/borja-mayoral/profil/spieler/298976,4.0,2018/19
Neto,Goalkeeper,29,€18.00m,Valencia CF,"['Brazil', 'Italy']",https://www.transfermarkt.com/neto/profil/spieler/111819,18.0,2018/19
Jaume Doménech,Goalkeeper,28,€2.50m,Valencia CF,['Spain'],https://www.transfermarkt.com/jaume-domenech/profil/spieler/227805,2.5,2018/19
Cristian Rivero,Goalkeeper,21,€250k,Valencia CF,['Spain'],https://www.transfermarkt.com/cristian-rivero/profil/spieler/398131,0.25,2018/19
Gabriel Paulista,Centre-Back,28,€20.00m,Valencia CF,"['Brazil', 'Spain']",https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498,20.0,2018/19
Mouctar Diakhaby,Centre-Back,22,€20.00m,Valencia CF,"['Guinea', 'France']",https://www.transfermarkt.com/mouctar-diakhaby/profil/spieler/346289,20.0,2018/19
Jeison Murillo,Centre-Back,27,€10.00m,Valencia CF,"['Colombia', 'Spain']",https://www.transfermarkt.com/jeison-murillo/profil/spieler/131102,10.0,2018/19
Cristiano Piccini,Centre-Back,26,€10.00m,Valencia CF,['Italy'],https://www.transfermarkt.com/cristiano-piccini/profil/spieler/163086,10.0,2018/19
Ezequiel Garay,Centre-Back,32,€8.00m,Valencia CF,"['Argentina', 'Spain']",https://www.transfermarkt.com/ezequiel-garay/profil/spieler/35939,8.0,2018/19
Rúben Vezo,Centre-Back,25,€6.00m,Valencia CF,"['Portugal', 'Cape Verde']",https://www.transfermarkt.com/ruben-vezo/profil/spieler/257851,6.0,2018/19
Facundo Roncaglia,Centre-Back,32,€2.50m,Valencia CF,"['Argentina', 'Italy']",https://www.transfermarkt.com/facundo-roncaglia/profil/spieler/61546,2.5,2018/19
José Gayà,Left-Back,24,€50.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/jose-gaya/profil/spieler/221322,50.0,2018/19
Toni Lato,Left-Back,21,€5.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/toni-lato/profil/spieler/320271,5.0,2018/19
Álex Centelles,Left-Back,19,€1.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/alex-centelles/profil/spieler/423443,1.0,2018/19
Geoffrey Kondogbia,Defensive Midfield,26,€30.00m,Valencia CF,"['Central African Republic', 'France']",https://www.transfermarkt.com/geoffrey-kondogbia/profil/spieler/127189,30.0,2018/19
Francis Coquelin,Defensive Midfield,28,€17.50m,Valencia CF,"['France', 'Réunion']",https://www.transfermarkt.com/francis-coquelin/profil/spieler/74869,17.5,2018/19
Uroš Račić,Defensive Midfield,21,€5.00m,Valencia CF,['Serbia'],https://www.transfermarkt.com/uros-racic/profil/spieler/417575,5.0,2018/19
Hugo Guillamón,Defensive Midfield,19,€200k,Valencia CF,['Spain'],https://www.transfermarkt.com/hugo-guillamon/profil/spieler/495629,0.2,2018/19
Carlos Soler,Central Midfield,22,€50.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/carlos-soler/profil/spieler/372246,50.0,2018/19
Dani Parejo,Central Midfield,30,€30.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/dani-parejo/profil/spieler/59561,30.0,2018/19
Daniel Wass,Central Midfield,30,€14.00m,Valencia CF,['Denmark'],https://www.transfermarkt.com/daniel-wass/profil/spieler/63463,14.0,2018/19
Gonçalo Guedes,Left Winger,22,€40.00m,Valencia CF,['Portugal'],https://www.transfermarkt.com/goncalo-guedes/profil/spieler/225122,40.0,2018/19
Denis Cheryshev,Left Winger,28,€6.00m,Valencia CF,"['Russia', 'Spain']",https://www.transfermarkt.com/denis-cheryshev/profil/spieler/98322,6.0,2018/19
Nacho Gil,Left Winger,23,€700k,Valencia CF,['Spain'],https://www.transfermarkt.com/nacho-gil/profil/spieler/336731,0.7,2018/19
Álex Blanco,Left Winger,20,€500k,Valencia CF,['Spain'],https://www.transfermarkt.com/alex-blanco/profil/spieler/328914,0.5,2018/19
Sito,Left Winger,22,€200k,Valencia CF,['Spain'],https://www.transfermarkt.com/sito/profil/spieler/320259,0.2,2018/19
Kang-in Lee,Right Winger,18,€10.00m,Valencia CF,"['Korea, South']",https://www.transfermarkt.com/kang-in-lee/profil/spieler/557149,10.0,2018/19
Rodrigo,Centre-Forward,28,€50.00m,Valencia CF,"['Spain', 'Brazil']",https://www.transfermarkt.com/rodrigo/profil/spieler/131505,50.0,2018/19
Santi Mina,Centre-Forward,23,€30.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/santi-mina/profil/spieler/255653,30.0,2018/19
Michy Batshuayi,Centre-Forward,25,€30.00m,Valencia CF,"['Belgium', 'DR Congo']",https://www.transfermarkt.com/michy-batshuayi/profil/spieler/179184,30.0,2018/19
Ferran Torres,Centre-Forward,19,€20.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/ferran-torres/profil/spieler/398184,20.0,2018/19
Kévin Gameiro,Centre-Forward,32,€9.00m,Valencia CF,['France'],https://www.transfermarkt.com/kevin-gameiro/profil/spieler/27389,9.0,2018/19
Rubén Sobrino,Centre-Forward,27,€3.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/ruben-sobrino/profil/spieler/85383,3.0,2018/19
Fran Navarro,Centre-Forward,21,€300k,Valencia CF,['Spain'],https://www.transfermarkt.com/fran-navarro/profil/spieler/284883,0.3,2018/19
Tomáš Vaclík,Goalkeeper,30,€18.00m,Sevilla FC,['Czech Republic'],https://www.transfermarkt.com/tomas-vaclik/profil/spieler/64000,18.0,2018/19
Sergio Rico,Goalkeeper,25,€12.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/sergio-rico/profil/spieler/207302,12.0,2018/19
Juan Soriano,Goalkeeper,21,€2.50m,Sevilla FC,['Spain'],https://www.transfermarkt.com/juan-soriano/profil/spieler/251892,2.5,2018/19
Lucho García,Goalkeeper,21,€250k,Sevilla FC,"['Colombia', 'Spain']",https://www.transfermarkt.com/lucho-garcia/profil/spieler/469737,0.25,2018/19
Javi Díaz,Goalkeeper,22,€200k,Sevilla FC,['Spain'],https://www.transfermarkt.com/javi-diaz/profil/spieler/396107,0.2,2018/19
Maximilian Wöber,Centre-Back,21,€10.00m,Sevilla FC,['Austria'],https://www.transfermarkt.com/maximilian-wober/profil/spieler/263361,10.0,2018/19
Sergi Gómez,Centre-Back,27,€9.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/sergi-gomez/profil/spieler/92947,9.0,2018/19
Simon Kjaer,Centre-Back,30,€8.00m,Sevilla FC,['Denmark'],https://www.transfermarkt.com/simon-kjaer/profil/spieler/48859,8.0,2018/19
Joris Gnagnon,Centre-Back,22,€6.00m,Sevilla FC,"['France', ""Cote d'Ivoire""]",https://www.transfermarkt.com/joris-gnagnon/profil/spieler/378954,6.0,2018/19
Daniel Carriço,Centre-Back,30,€3.00m,Sevilla FC,['Portugal'],https://www.transfermarkt.com/daniel-carrico/profil/spieler/37712,3.0,2018/19
Gabriel Mercado,Centre-Back,32,€2.50m,Sevilla FC,"['Argentina', 'Spain']",https://www.transfermarkt.com/gabriel-mercado/profil/spieler/45319,2.5,2018/19
Nicolás Pareja,Centre-Back,35,€500k,Sevilla FC,"['Argentina', 'Italy']",https://www.transfermarkt.com/nicolas-pareja/profil/spieler/41281,0.5,2018/19
Juan Berrocal,Centre-Back,20,€500k,Sevilla FC,['Spain'],https://www.transfermarkt.com/juan-berrocal/profil/spieler/461843,0.5,2018/19
Sergio Escudero,Left-Back,29,€7.50m,Sevilla FC,['Spain'],https://www.transfermarkt.com/sergio-escudero/profil/spieler/93935,7.5,2018/19
Guilherme Arana,Left-Back,22,€3.00m,Sevilla FC,['Brazil'],https://www.transfermarkt.com/guilherme-arana/profil/spieler/346766,3.0,2018/19
Javi Vázquez,Left-Back,18,€100k,Sevilla FC,['Spain'],https://www.transfermarkt.com/javi-vazquez/profil/spieler/461866,0.1,2018/19
Jesús Navas,Right-Back,33,€4.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/jesus-navas/profil/spieler/15956,4.0,2018/19
Sébastien Corchia,Right-Back,28,€2.00m,Sevilla FC,"['France', 'Italy']",https://www.transfermarkt.com/sebastien-corchia/profil/spieler/102744,2.0,2018/19
Ibrahim Amadou,Defensive Midfield,26,€7.00m,Sevilla FC,"['France', 'Cameroon']",https://www.transfermarkt.com/ibrahim-amadou/profil/spieler/205503,7.0,2018/19
Maxime Gonalons,Defensive Midfield,30,€4.00m,Sevilla FC,['France'],https://www.transfermarkt.com/maxime-gonalons/profil/spieler/60542,4.0,2018/19
Éver Banega,Central Midfield,31,€15.00m,Sevilla FC,"['Argentina', 'Spain']",https://www.transfermarkt.com/ever-banega/profil/spieler/12249,15.0,2018/19
Roque Mesa,Central Midfield,30,€7.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/roque-mesa/profil/spieler/202984,7.0,2018/19
Marko Rog,Central Midfield,23,€6.00m,Sevilla FC,['Croatia'],https://www.transfermarkt.com/marko-rog/profil/spieler/317482,6.0,2018/19
Franco Vázquez,Attacking Midfield,30,€15.00m,Sevilla FC,"['Argentina', 'Italy']",https://www.transfermarkt.com/franco-vazquez/profil/spieler/76163,15.0,2018/19
Ganso,Attacking Midfield,29,€2.00m,Sevilla FC,['Brazil'],https://www.transfermarkt.com/ganso/profil/spieler/67920,2.0,2018/19
Borja Lasso,Attacking Midfield,25,€700k,Sevilla FC,['Spain'],https://www.transfermarkt.com/borja-lasso/profil/spieler/268949,0.7,2018/19
Pepe Mena,Attacking Midfield,21,€250k,Sevilla FC,['Spain'],https://www.transfermarkt.com/pepe-mena/profil/spieler/396145,0.25,2018/19
Quincy Promes,Left Winger,27,€18.00m,Sevilla FC,"['Netherlands', 'Suriname']",https://www.transfermarkt.com/quincy-promes/profil/spieler/182381,18.0,2018/19
Bryan Gil,Left Winger,18,€10.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/bryan-gil/profil/spieler/537382,10.0,2018/19
